id,issueID,created,body,creatorID
ezH6hTGJo3gIrmYfHilnd,sgEg7b9ZbBHx0ssJDFzb4,1698836365000.0,"`reflect tail` uses a SSE from mirror-server/Firebase. These HTTP errors should be readable (we have our own custom implementation of SSE). Let's double check that these errors are reasonably reported.

mirror-server/firebase talks to CF using a Websocket. These errors are reported using a ws message not http headers because those cannot be read by a websocket client. When these happens we forward the error to the cli using a server sent event called error.",0Pa2nb7EDr1AfDVXIp8W3
ZiXDTdbdRMsR-V6NdSH5u,sgEg7b9ZbBHx0ssJDFzb4,1698856535000.0,"Okay, I found out where the error message is being sent; it's in `response.text()`. Will send out a PR to surface the message.",LEi7HLlfEXIZuySPGB21M
9yH1wfb2QQ-te2k35TjZ-,OyCXsn98J1k7fDLiGhaGB,1698748797000.0,"Yup. Here it is.

https://github.com/rocicorp/mono/blob/main/packages/reflect-server/src/server/auth-do.ts#L319

The old format was _better_ in the sense that it was shared between tail and connect.",0Pa2nb7EDr1AfDVXIp8W3
JcIdGgE9IThbNJpJagADS,OyCXsn98J1k7fDLiGhaGB,1699420616000.0,"Weird ... I just got this again when testing `tail` in prod, on an App running 0.37.202311060940.

Is this supposed to be fixed in that version?

In my case, the Worker existed but I had never actually run the app so the room had not yet been created.

![Screenshot 2023-11-07 at 9 14 43 PM](https://github.com/rocicorp/mono/assets/132324914/8ec8b3ae-d00e-4b6a-be3f-8294fe9d6659)",LEi7HLlfEXIZuySPGB21M
kyY8wNzWhrO1bNexY1cpz,OyCXsn98J1k7fDLiGhaGB,1699445406000.0,That is strange. Maybe needs another publish?,0Pa2nb7EDr1AfDVXIp8W3
bXSEKCZF-6CtrERZbHXvj,OyCXsn98J1k7fDLiGhaGB,1699462620000.0,"Tried again. Here's the console:

![Screenshot 2023-11-08 at 8 55 11 AM](https://github.com/rocicorp/mono/assets/132324914/c7eb7e24-5c23-4000-b58f-94b7a032d771)

And here are the logs:

![Screenshot 2023-11-08 at 8 56 24 AM](https://github.com/rocicorp/mono/assets/132324914/e13abfb8-8229-42b1-8ffc-9a240313653b)

Anything else I should try?
",LEi7HLlfEXIZuySPGB21M
EzFunITiYOTQQgCwSDelY,OyCXsn98J1k7fDLiGhaGB,1699463406000.0,(Are you able to reproduce it?),LEi7HLlfEXIZuySPGB21M
Hol4hUWnWleYQh-uGqvME,OyCXsn98J1k7fDLiGhaGB,1699476971000.0,"I see it and I see the error in the auth-do

",0Pa2nb7EDr1AfDVXIp8W3
y8qAP834Xz5KvUTwatq1X,YpJCedtn_JPSurdDdAbIe,1698516599000.0,"I found the [documentation on this](https://cloud.google.com/functions/docs/bestpractices/retries).

> When retries are not enabled for a (background) function, which is the default, the function always reports that it executed successfully, and 200 OK response codes might appear in its logs. This occurs even if the function encountered an error. To make it clear when your function encounters an error, be sure to [report errors](https://cloud.google.com/functions/docs/monitoring/error-reporting) appropriately.

So we either have to enable retries or use a different mechanism for surfacing the error (which could be error reporting or it could be log levels).

I'll need to think about whether retries are the right thing to do.",LEi7HLlfEXIZuySPGB21M
NUn60sA_yqrlIjiTII4PK,YpJCedtn_JPSurdDdAbIe,1698517874000.0,"After more research, I realize that retries may be useful for some cases, but for the purpose of alerts it's not what we want. We're supposed to throw an Error for transient, retryable scenarios, and _not_ throw them for non-retryable errors, which is somewhat opposite of how we want to be alerted.

I looked into error reporting, though, and it appears that these errors are already being nicely collected by the error reporter:

https://console.cloud.google.com/errors?project=reflect-mirror-prod&supportedpurview=project

![Screenshot 2023-10-28 at 11 26 43 AM](https://github.com/rocicorp/mono/assets/132324914/3645178d-f75d-4acd-a300-28753c1bfcea)

This is very nice (and I have actually used this in other companies ... just forgot about it  😉 ). It's also catching some errors that the alerts missed, like the `Memory Limit` errors on publish.

The key will be figuring out the right process for distinguishing warnings (like the deprecation errors we return to users) from errors that we want to be alerted on. ",LEi7HLlfEXIZuySPGB21M
ha5EMZ_jWKNlsPZ1l6NNk,YpJCedtn_JPSurdDdAbIe,1698518550000.0,"More good news. Error reporter does exactly what we want (with some roughness around the edges).

I was concerned about the deprecation errors rising to the top because I had converted those to warnings quite a while ago. It turns out that it's a case of mis-bucketing; the error reporter is putting the `dev` errors into same bucket, and until this morning these were classified as errors.

![Screenshot 2023-10-28 at 11 37 14 AM](https://github.com/rocicorp/mono/assets/132324914/1f77d0ef-c17c-4714-bb34-9b2249f8fa7f)

Importantly, the stuff that we classify as warnings do not get surfaced to the error reporter.  🎉 

It also has some nice features like attaching bugs and setting state of errors to `Acknowledged` and `Resolved`, re-reporting as desired if something resurfaces.

I'm enabling notifications from the Error Reporter to our #mirror-prod-alerts channel. This could conceivably replace our existing error-level alerts (though I'll keep the warning-level alerts around).

![Screenshot 2023-10-28 at 11 41 50 AM](https://github.com/rocicorp/mono/assets/132324914/a0bcb241-744f-43dd-9904-dcaa16a7432a)


",LEi7HLlfEXIZuySPGB21M
TpwK2LC5zgnYoHEW1k4t0,oywQGgtYEKq99REfNhS_r,1698458882000.0,"This happens even when rolling back to a previously ""healthy"" release. So it may be specific to `reflect-server.dev`.

Going to worker urls from the browser is fine. I'm kind of hesitant to push a new mirror server to prod though (which is currently working fine).  🤔 ",LEi7HLlfEXIZuySPGB21M
RJpWL1zh1Y1Ynpqubxcjs,oywQGgtYEKq99REfNhS_r,1698459859000.0,"After pushing to prod, it happens there too.  😦 ",LEi7HLlfEXIZuySPGB21M
XeCn_s52o2SEcqN_wMYZp,oywQGgtYEKq99REfNhS_r,1698461189000.0,Updating `firebase-functions` to the latest package did not help.,LEi7HLlfEXIZuySPGB21M
JNtxSAn0p642UJEur4W4g,fB4ATsuJ-hWfaw42dnEaa,1698976557000.0,"For posterity, I've run some experiments to verify the behavior for how Cloudflare enforces its [5KB limit on Environment Variables](https://developers.cloudflare.com/workers/platform/limits/#environment-variables). 

The limit appears to be for the value only:

This works:

```ts
   bindings: {
      vars: {
        ['E'.repeat(1024)]: 'H'.repeat(5120),
      },
```

But this results in an error:

```ts
   bindings: {
      vars: {
        ['E'.repeat(1024)]: 'H'.repeat(5121),
      },
```

```json
  code: 10054,
  error_chain: [
    {
      code: 10054,
      message: 'workers.api.error.text_binding_too_large'
    }
  ]
```

In addition, there appears to be an undocumented limit of 2712 bytes for the key name.

This works:

```ts
bindings: {
      vars: {
        ['B'.repeat(2712)]: 'A'.repeat(5120),
      },
```

But this results in an error:

```ts
bindings: {
      vars: {
        ['B'.repeat(2713)]: 'A'.repeat(5120),
      },
```


```json
code: 10100,
  error_chain: [
    {
      code: 10100,
      message: 'workers.api.error.binding_name_too_large'
    }
  ]
```

Finally, the limit does appear to apply to the UTF-8 encoded byte length. 

For two-byte characters:

```ts
// Works:
bindings: {
      vars: {
        ['M'.repeat(2712)]: '£'.repeat(2560),
      },

// Fails:
bindings: {
      vars: {
        ['M'.repeat(2712)]: '£'.repeat(2561),
      },
 ```

For three-byte characters:

```ts
// Works:
bindings: {
      vars: {
        ['M'.repeat(2712)]: '文'.repeat(1706),
      },

// Fails:
bindings: {
      vars: {
        ['M'.repeat(2712)]: '文'.repeat(1707),
      },
```",LEi7HLlfEXIZuySPGB21M
5RvcJZ6yUQOuOP0XG63gE,fB4ATsuJ-hWfaw42dnEaa,1698976672000.0,"In summary, Cloudflare's limits are:

* Max length of UTF-8 encoded variable name: 2712 bytes
* Max length of UTF-8 encoded variable value: 5120 bytes

The policy that we've implemented is:
* Max length of UTF-8 encoded name + value: 5120 bytes

Which falls safely within Cloudflare's constraints.",LEi7HLlfEXIZuySPGB21M
touq1JI8uxr8ezg0R3V-U,TMX51HUiowk7TO8UZI5Hr,1698114183000.0,"Actually, perhaps can just ignore it on the server side. Then we don't have to add extra logic to the cli. ",LEi7HLlfEXIZuySPGB21M
Tx41EFeXb5yAInE0Ni826,iAL6orDHObKtL2JeNPozh,1698013559000.0,"Maybe consider `ERR_RUNTIME_FAILURE` too?

Going to lump these into the same issue. Feel free to separate if that's more appropriate.

https://console.cloud.google.com/monitoring/alerting/incidents/0.n3pfgkk59jih?project=reflect-mirror-prod

![Screenshot 2023-10-22 at 3 24 46 PM](https://github.com/rocicorp/mono/assets/132324914/d2cf4763-6a82-4ec2-8bce-781a939066f0)
",LEi7HLlfEXIZuySPGB21M
PGnnBcnmUKlNyKzfdPBE6,SYt2KMCuHxezvGSsKUKw9,1697645373000.0,@cesara ,0Pa2nb7EDr1AfDVXIp8W3
PXYLMgf6TUapAjoPYiP_Q,3o-T6wl78Oo-57-lCiIrq,1697190425000.0,Closing. Didn't show any measurable perf gain.,0Pa2nb7EDr1AfDVXIp8W3
lP73DlMljE3Fm9Jp3ixAn,7pWWXJqc8_HKYMPZQm0xm,1696999779000.0,"FWIW, I thought that the problem might be due to the large number of HTTP requests that `npm install` performs during a `reflect create`, so I tried a similar scenario with a fresh `reflect init`, but does not result in the same issue.

```
 analytics-test $ rm -rf node_modules reflect.config.json package-lock.json 
 analytics-test $ node ~/roci/mono/mirror/reflect-cli/out/index.mjs --stack=sandbox init
Installing @rocicorp/reflect
npm WARN deprecated sourcemap-codec@1.4.8: Please use @jridgewell/sourcemap-codec instead

added 531 packages, and audited 532 packages in 25s

75 packages are looking for funding
  run `npm fund` for details

found 0 vulnerabilities

You're all set! 🎉

To start the Reflect dev server:

npx @rocicorp/reflect dev
 analytics-test $ 
 ```",LEi7HLlfEXIZuySPGB21M
4OpdYCmycpzCStGejtH1s,9krCmGM2Ht5YfnI2QYy_z,1696318268000.0,"We need to be deliberate if we want server support. The code we had was using localStorage to do the broadcasting and that is not available on servers either.

FWIW, server environments are starting to support more and more of the browser APIs.

### BroadcastChannel
- https://nodejs.org/api/worker_threads.html#class-broadcastchannel-extends-eventtarget
- https://docs.deno.com/deploy/api/runtime-broadcast-channel
- https://bun.sh/blog/bun-v0.7.2


### localStorage
- nothing for nodejs
- https://docs.deno.com/runtime/manual/runtime/web_storage_api
- nothing for bun",0Pa2nb7EDr1AfDVXIp8W3
gQDej7MaaeQuB3LeZx7xt,9krCmGM2Ht5YfnI2QYy_z,1696319609000.0,Fair. But does the bug report of BroadcastChannel not found on Safari 15.4 make sense to you? Noam is even saying he sees this in Safari 16.6 somehow.,U5JpbO_DuJsVSdksk839i
lKOT0jYXgLBfz10CC7VE2,9krCmGM2Ht5YfnI2QYy_z,1696319626000.0,"(I'm getting more information, just wondering right now if this jogs any ideas for you)",U5JpbO_DuJsVSdksk839i
y50mUXC7UJXWu24DZK-zf,9krCmGM2Ht5YfnI2QYy_z,1696328160000.0,"No ideas why Safari would not have it.

I'm thinking we could not broadcast the message if BroadcastChannel is not available. We currently use a channel for 2 things:

1. In case there is a newer client group so that the other tab can reload. This is so that offline usage can sync through IDB.
2. Informing ohter tabs that persist is done. This is once again to allow other tabs to pick up the changes faster.

If we have a noop channel for these in problematic browsers I think everything will continue to work but the multiple tab scenario sync will be slower.

@grgbkr What do you think?",0Pa2nb7EDr1AfDVXIp8W3
1AP_t063-RPrmSYJYP7ax,9krCmGM2Ht5YfnI2QYy_z,1696492634000.0,This seems like a reasonable compromise to me.,U5JpbO_DuJsVSdksk839i
2xlxA8tfFyu1Qw6Z_whxy,Wk95FGgNEt9EiADjKXGJY,1695945454000.0,"Landed with helpful feedback / discussion with Aaron in https://rocicorp.slack.com/archives/C013XFG80JC/p1695926653293939

TL;DR, dist-tags are:
* `@latest`
* `@rec`: minimum non-deprecated version
* `@sup`: minimum supported version

<img width=""677"" alt=""Screenshot 2023-09-28 at 1 10 37 PM"" src=""https://github.com/rocicorp/mono/assets/132324914/8f749859-7925-4eb7-89d3-cbfcc0544f8e"">

",LEi7HLlfEXIZuySPGB21M
Z0kJnVe_njU7a0_nEjrmq,dlUwvkxuWTWFHahoUtQMn,1695301351000.0,"Two options:

1. Remove the CJS modules from replicache 13. They do not work
2. Update all the deps to have both esm and cjs

My vote is to do 1.",0Pa2nb7EDr1AfDVXIp8W3
UmsTTSCfCQLLbpZcZCU_R,dlUwvkxuWTWFHahoUtQMn,1695301430000.0,Let's try 1 for a bit and see how it flies.,U5JpbO_DuJsVSdksk839i
QJWQYgcXVZNWcF2GzrPXf,W58xmTkUaJd4dXNiZe0-p,1695188457000.0,"Another relevant thread is https://rocicorp.slack.com/archives/C013XFG80JC/p1695078215793509, where we consider a push model in which RoomDOs with connections periodically push their connection sets to the AuthDO via an Alarm. This would obviate the ping-and-wait-for-wake-up fuzziness.

I think technically this would spread out the revalidations and cause the AuthDOs to be awake more, but I imagine it's a negligible increase in total execution time when the RoomDOs are active, and execution time will still zero out when there are no active connections.",LEi7HLlfEXIZuySPGB21M
jmDdG2OBWJ2tsgg7CgN9S,W58xmTkUaJd4dXNiZe0-p,1695190065000.0,"And as a general principle, we should strive for designs/protocols that minimize the I/O (and execution variability) that happens in a lock.  (Reminds me of #567 as another example of how protocol design can streamline critical sections)",LEi7HLlfEXIZuySPGB21M
U1gFcAZcc7g0dwcUgOqCr,W58xmTkUaJd4dXNiZe0-p,1695321052000.0,"> And as a general principle, we should strive for designs/protocols that minimize the I/O (and execution variability) that happens in a lock. (Reminds me of #567 as another example of how protocol design can streamline critical sections)

Agreed.  I was aware at the time of the short comings of the locking in AuthDO, but I was satisficing on the design.   I agree that the timestamp based approach in https://github.com/rocicorp/mono/issues/567 is the way to go. ",Vb53DdMWBV4heMchgdoua
KAIjJRXvk3JBAudS3ZUIC,cpJMD9oRcjM1g-7-GpC3Q,1694159645000.0,I think subscribe is the wrong abstraction. Maybe watch is a better one since there is not `body` to execute here.,0Pa2nb7EDr1AfDVXIp8W3
uBM-IkkGlKZtlUBCG7tbv,cpJMD9oRcjM1g-7-GpC3Q,1709537043000.0,We actually did this!,U5JpbO_DuJsVSdksk839i
EOA_W-GOtYzp_OydzUPqy,yu3wMH8TjV88Kpx97Ws4u,1693511148000.0,We should definitely do a pass over how we expose errors. Right now we have a lot of unhandled exceptions that are surfaced.,0Pa2nb7EDr1AfDVXIp8W3
oLWoou67u7_7kP5w_61Dm,yu3wMH8TjV88Kpx97Ws4u,1693511338000.0,"It looks like we are limited to 99 domain records:

https://dash.cloudflare.com/085f6d8eb08e5b23debfb08b21bda1eb/reflect-server.net/dns/records?recordsPage=2

<img width=""777"" alt=""Screenshot 2023-08-31 at 12 47 41 PM"" src=""https://github.com/rocicorp/mono/assets/132324914/6120028d-ef26-48b8-aed8-fcbb4ff8dfc8"">

I didn't find a place in the dashboard where the limit can be increased.",LEi7HLlfEXIZuySPGB21M
dJN9nWzo8zyirj5lUcvwP,yu3wMH8TjV88Kpx97Ws4u,1693514510000.0,"I will loop in cloudflare.

On Thu, Aug 31, 2023 at 9:49 AM d-llama ***@***.***> wrote:

> It looks like we are limited to 99 domain records:
>
>
> https://dash.cloudflare.com/085f6d8eb08e5b23debfb08b21bda1eb/reflect-server.net/dns/records?recordsPage=2
> Screenshot.2023-08-31.at.12.47.41.PM.png (view on web)
> <https://github.com/rocicorp/mono/assets/132324914/6120028d-ef26-48b8-aed8-fcbb4ff8dfc8>
>
> I didn't find a place in the dashboard where the limit can be increased.
>
> —
> Reply to this email directly, view it on GitHub
> <https://github.com/rocicorp/mono/issues/902#issuecomment-1701690289>, or
> unsubscribe
> <https://github.com/notifications/unsubscribe-auth/AAATUBAUXXTFOTP6VGYEHMDXYDTDJANCNFSM6AAAAAA4GR2TG4>
> .
> You are receiving this because you were mentioned.Message ID:
> ***@***.***>
>
",U5JpbO_DuJsVSdksk839i
XMkS7Ba0ZzREehp7eApuz,yu3wMH8TjV88Kpx97Ws4u,1693514539000.0,"+Aaron Boodman ***@***.***>

On Thu, Aug 31, 2023 at 10:41 AM Aaron Boodman ***@***.***>
wrote:

> I will loop in cloudflare.
>
> On Thu, Aug 31, 2023 at 9:49 AM d-llama ***@***.***> wrote:
>
>> It looks like we are limited to 99 domain records:
>>
>>
>> https://dash.cloudflare.com/085f6d8eb08e5b23debfb08b21bda1eb/reflect-server.net/dns/records?recordsPage=2
>> Screenshot.2023-08-31.at.12.47.41.PM.png (view on web)
>> <https://github.com/rocicorp/mono/assets/132324914/6120028d-ef26-48b8-aed8-fcbb4ff8dfc8>
>>
>> I didn't find a place in the dashboard where the limit can be increased.
>>
>> —
>> Reply to this email directly, view it on GitHub
>> <https://github.com/rocicorp/mono/issues/902#issuecomment-1701690289>,
>> or unsubscribe
>> <https://github.com/notifications/unsubscribe-auth/AAATUBAUXXTFOTP6VGYEHMDXYDTDJANCNFSM6AAAAAA4GR2TG4>
>> .
>> You are receiving this because you were mentioned.Message ID:
>> ***@***.***>
>>
>
",U5JpbO_DuJsVSdksk839i
XVEpzAFzY0CGSG1vBH6j8,yu3wMH8TjV88Kpx97Ws4u,1694564907000.0,"FYI, I think both we and Tanushree misunderstood the problem here. (The hint was that she referred to some kind of domain limit *per worker*, which was not our problem).

I think the limit of 100 Custom domains is just part of our Free plan:

https://developers.cloudflare.com/pages/platform/limits/#custom-domains

> Custom domains
> Based on your Cloudflare plan type, a Pages project is limited to a specific number of custom domains. This limit is on a per-project basis.
> 
> Free | Pro | Business | Enterprise
> -- | -- | -- | --
> 100 | 250 | 500 | 500
> 

(I realize that this is part of the ""Pages"" documentation but my hunch is that this is where the limit comes from.)

 Upgrading to Pro or Business would cost $20 and $200 per month, respectively:

<img width=""1336"" alt=""Screenshot 2023-09-12 at 5 20 29 PM"" src=""https://github.com/rocicorp/mono/assets/132324914/865e9840-1978-43cf-a0f0-a9971ff1496f"">

The silver lining here is that we should be able to overcome our limit by upgrading our plan, so we're not blocked on migrating to Workers for Platforms.

I'm still digging into mapping out a game plan for WfP, but it won't change the fact that we'll need to pay for more domains, as WfP has similar Plan-based limits on hostnames:

https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/plans/

<img width=""1328"" alt=""Screenshot 2023-09-12 at 5 24 39 PM"" src=""https://github.com/rocicorp/mono/assets/132324914/649f7457-014d-4eae-9556-37a21094fe14"">


 ",LEi7HLlfEXIZuySPGB21M
FW1lyi2ItRC5mY6ZuH5nh,yu3wMH8TjV88Kpx97Ws4u,1694631544000.0,"After playing around with this, it turns out that I was wrong.

* reflect-server.dev (Free Plan, Rocicorp DEV account): Max of 100 worker custom domains
* reflect-server.net (Free Plan, Rocicorp LLC account): Max of 300 worker custom domains
* replicache.dev (Enterprise Plan, Rocicorp LLC account): Max of 300 worker custom domains

So indeed our limit is what Tanushree bumped us too, even for the zone that's officially on the ""Enterprise Plan"".

So moving to Workers for Platforms should indeed allow us to scale to many more hostnames. The first 100 are free, and the default max is 5000, but Enterprise customers can remove that 5000 limit by contacting sales:

https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/plans/",LEi7HLlfEXIZuySPGB21M
r5Agb9ODuq1Qf4t-H1CdW,yu3wMH8TjV88Kpx97Ws4u,1697222471000.0,Problem is understood now. The migration to WFP addresses this issue.,LEi7HLlfEXIZuySPGB21M
TIm3SZ4-YyfMrz1QezO6D,bBM6p4qprUhNL95va5flw,1692382992000.0,"Two things seem to work, though neither of them ideal.

1. Reference a different version for `@rocicorp/reflect` in the `mirror-cli/package.json`. Then npm picks up the code from the registry.
2. Download the tarball for the package and reference it as `file:reflect-...tgz` in `mirror-cli/package.json`. This allows you to use the version that's in the repo, while using the code actually published in npm. But it takes a bit of work.

It would be nice to have a magic solution that makes `mirror-cli` always reference the canonical npm package.  🤔 ",LEi7HLlfEXIZuySPGB21M
SGC9XmOuESQKeAuSRvJP7,bBM6p4qprUhNL95va5flw,1692848163000.0,I think a way to do this could be to download the tarball from npm directly and extract it: https://stackoverflow.com/questions/33530978/download-a-package-from-npm-as-a-tar-not-installing-it-to-a-module,U5JpbO_DuJsVSdksk839i
RXcSakVx71DPdwvNLKH23,bBM6p4qprUhNL95va5flw,1692907314000.0,Let's download the file from npm,0Pa2nb7EDr1AfDVXIp8W3
8Js2GKZ98Tg-WFJBGTicq,bBM6p4qprUhNL95va5flw,1694778540000.0,"I looked at this a bit. Downloading the tarball is fine, but then when we try to build from it we need to `npm install` because of the deps. Not a big deal since this is only for our internal usage.",0Pa2nb7EDr1AfDVXIp8W3
NsK8Q7UDepcfaSeZOrtM8,bBM6p4qprUhNL95va5flw,1694779516000.0,...and if have to use `npm install` to get the deps we might as well use npm add `@rocicorp/reflect` to get the files.,0Pa2nb7EDr1AfDVXIp8W3
eLywvDubYJ-UgPd-9fLH1,bBM6p4qprUhNL95va5flw,1694810971000.0,"One thing that I have in my client is an option to build from source (to be able to push non-published servers for development or debugging). It's basically a flag that asserts that the path does _not_ have /node_modules in it, as well as a fake version to upload the module as.

It would be nice to be able to preserve that capability if possible. I'll send you a PR so that you have a better idea.",LEi7HLlfEXIZuySPGB21M
WoIVKZrrMq-ygnmL78ILO,D7tKFPOvXClS3te2kxJPu,1691542302000.0,"See also #367, #808, #807.",U5JpbO_DuJsVSdksk839i
McLjvgAEE0a56FEZBCRM-,QNxEzI6GW9dBDrws47wV7,1691466519000.0,"Actually now that I think of it, I remember that Erik and I decided that Valita was fast enough to have on by default, but just that we could add an ""escape hatch"" flag for disabling it if user really wanted to go as fast as possible. I can't remember if this decision applied to both client and server or if we actually added the hatch.",U5JpbO_DuJsVSdksk839i
CaUIQ5krQaffZU8KtOPkY,QNxEzI6GW9dBDrws47wV7,1691478872000.0,"That seems to fit with what I remember too.

We did not add the escape hatch yet.

I think the next step is to identify where validation is happening and decide what knobs to provide.",0Pa2nb7EDr1AfDVXIp8W3
_RCGJh4iWZGDDPV55UcW_,xVUjMw8f-Qs4oye5iY2s0,1691396851000.0,Thanks,0Pa2nb7EDr1AfDVXIp8W3
eVbvwLNq1ZReFugLRsc3M,hVN4GtateVLYS2o6GySXD,1690585245000.0,"Thanks @grgbkr 

With the ability for sandbox to have its own env vars, sandbox.reflect.net can use the `reflect-mirror-staging` (perhaps renamed to `reflect-mirror-sandbox`) FIrebase project so that reflect-cli + cloud-function development does not require running a local instance of the login page.",LEi7HLlfEXIZuySPGB21M
mnrUSi0n50jKvB_s4jJfm,U8C-ic0HerWG70yp_AkX-,1690493573000.0,cc @arv @grgbkr ,U5JpbO_DuJsVSdksk839i
Z0S8Z3biOnAfQtyUVaEqy,U8C-ic0HerWG70yp_AkX-,1710163847000.0,fixed by https://github.com/rocicorp/mono/pull/1463,KmQThHCHAmsWRLr0_uU1B
yXoj3WiaXoy9RLLS1oKxI,LCFm9aZeolvMexGTlHsMO,1709545367000.0,I believe closely related to #754,U5JpbO_DuJsVSdksk839i
SIOskq5xUerPP-xsXigNP,LCFm9aZeolvMexGTlHsMO,1709577933000.0,"~~Looks like this is already fixed (see console output in the screenshot below) --~~

![Screenshot 2024-03-04 at 1 43 00 PM](https://github.com/rocicorp/mono/assets/1009003/83d5656e-cd15-401e-a1a7-a72d0c699f67)

~~Assuming that the correct behavior is to throw away null cookies, which it must be since `null` indicates the _first_ cookie: https://doc.replicache.dev/reference/server-pull#cookie~~

Ignore me. Was able to repro in a new tab.
",KmQThHCHAmsWRLr0_uU1B
vGYVci1fbdDn5iZwl86zv,-GQ2ilvBawgiVNXZ-VQai,1689238462000.0,I like the idea of deleting all local state in debug mode!,0Pa2nb7EDr1AfDVXIp8W3
23oYfow5XZyCpGHeAf4ld,-GQ2ilvBawgiVNXZ-VQai,1689266714000.0,"Why doesn't refreshing fix it?  The new client should not get assigned to the disabled client group, but perhaps we have a bug here https://github.com/rocicorp/mono/blob/main/packages/replicache/src/persist/clients.ts#L508.  

",Vb53DdMWBV4heMchgdoua
Efj_XEVhmC8LZYyAGG_Xw,-GQ2ilvBawgiVNXZ-VQai,1689277403000.0,"I didn't understand that's what this code is trying to do. I don't think it's what I'm seeing though, will confirm.",U5JpbO_DuJsVSdksk839i
x3of3VBcac4bBDtlmwCLw,5ul3k18gmp7ufrTwseFrN,1689238713000.0,We used to use localStorage as a fallback. We removed it to make things simpler. There is no reason we cannot add back that fallback path.,0Pa2nb7EDr1AfDVXIp8W3
u7HKviS_OiY9gew7F3YIV,SStn9kDykIjm2zUu5wWxs,1689882914000.0,"- [ ] Mirror server generates a REFLECT_AUTH_API_KEY when an app is created. This key gets sent to the client when the app is created and printed to the console. It is also stored in firebase in the apps collection so that we can set the secret when we publish to cloudflare.
  - [ ] Should we store this in the app config (reflect.config.json)?
- [ ] Provide a way to reset/get a new REFLECT_AUTH_API_KEY in case the key has been compromised.
- [ ] For dev mode we can use a dummy REFLECT_AUTH_API_KEY.
- [ ] We should remove the authentication for calls from the main worker to the DOs since these are safe and can only come from the same CF worker script.",0Pa2nb7EDr1AfDVXIp8W3
TIrIHgd5Qt0xa7TCU_geb,SStn9kDykIjm2zUu5wWxs,1695410765000.0,"I had a conversation with Greg about this a while back, and the preference we concluded was to handle this value as a secret and avoid storing it insecurely (which includes storing it in plainly in Firestore, as that data can be exposed in leaked backups, etc.).

What I'd prefer to avoid, however, is storing a lot of secrets in the Secret Manager because it's extra datastore management and is [relatively expensive](https://cloud.google.com/secret-manager/pricing) (at least, compared to the other GCP costs,  which for our usage is pretty much free).

The rough idea I had in mind is to store a single master key in the Secret Manager, and then store a random plaintext in Firestore for each app. The REFLECT_AUTH_API_KEY for the app would be the plaintext encrypted with the master key. On that scheme we can implement key replacement by replacing the plaintext, or key rotation by storing multiple plaintexts (and having reflect accept multiple keys).

The downside to this approach is that leaking the master key puts everyone's keys at risk, but only if the plaintexts are also exposed. I think the way to address this is to have each plaintext be associated with the master key version, and if the latter is leaked, we would create a new master key/version and rotate in a new plaintext with that version. Then we'd notify everyone to switch to their new resulting API_KEY.

This is not a high priority at the moment, but I wanted to jot down my thoughts so that I don't forget.",LEi7HLlfEXIZuySPGB21M
dtDiP25RGSyWHEE0ttCs0,SStn9kDykIjm2zUu5wWxs,1698424739000.0,I'll take this as it it has some synergy with #1150,LEi7HLlfEXIZuySPGB21M
5qnzMUHmVnGe71VoFzDub,SStn9kDykIjm2zUu5wWxs,1698759114000.0,"I feel like this is not done.

We do not yet have a way to get the REFLECT_AUTH_API_TOKEN so that we can invoke the REST API.

Straw proposal:

```
npx reflect api-token 
npx reflect api-token --rotate
```

I also think we might want to expose the actual REST endpoints as conveniences on the reflect commands. See https://github.com/rocicorp/reflect-todo/blob/main/doc/server-api.md for a list of the existing endpoints",0Pa2nb7EDr1AfDVXIp8W3
qz4mWahdXw7vAYKcoC7hJ,SStn9kDykIjm2zUu5wWxs,1698765042000.0,"Good point. For real down-time free rotation, we would technically need to add `reflect-server` support for two keys (old and new) while clients are updating, but we can probably get away with one-key-at-a-time rotation.",LEi7HLlfEXIZuySPGB21M
cEhGvy9WY8iAktt53znGL,SStn9kDykIjm2zUu5wWxs,1698765285000.0,"Also, if we did want to rename the header, now would be the time to do it. 

 @grgbkr @arv what do you think?",LEi7HLlfEXIZuySPGB21M
oKgpV19r64VO25q43RimO,SStn9kDykIjm2zUu5wWxs,1698879323000.0,Yes. Let's rename it ,0Pa2nb7EDr1AfDVXIp8W3
RuWyN_rOtLsSxLU58B-Gy,CzmTc0iXJ_9vlBIvAxrNP,1687814590000.0,"The problem is that we were using `[string, string][]` for the HTTP headers. The fetch spec allows this but it seems like React Native is having trouble with this. It isn't clear if they have fixed this or not (their .d.ts includes the tuple form).

I changed the license code to use `Record<string, string>` in `replicache` but we would need a release for this to work out of the box.",0Pa2nb7EDr1AfDVXIp8W3
kLuXKKNL8Kz-gKuTEu77I,2k0u9otL1QKJ-lIck8O1G,1687497970000.0,"To unblock deploys I'm changing the build command  from:
`npm run build --prefix=../.. && ./publish-if-production.sh`
to:
`npm run build --prefix=../..`

https://github.com/rocicorp/mono/pull/639


We should try to get this working again.  For now we will need to manually wrangler publish from our machines.",Vb53DdMWBV4heMchgdoua
